,,,,,,,,Fail Items,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDI,A2,2003,45,24,53.3,21,46.7,1,2.2,8,17.8,7,15.6,3,6.7,8,17.8,4,8.9,0,0,3,6.7,5,11.1,4,8.9,5,11.1,3,6.7,0,0,0,0
AUDI,A2,2004,29,15,51.7,14,48.3,2,6.9,5,17.2,1,3.4,5,17.2,3,10.3,1,3.4,0,0,2,6.9,0,0,2,6.9,4,13.8,2,6.9,0,0,0,0
AUDI,A2,2005,12,8,66.7,4,33.3,2,16.7,1,8.3,0,0,0,0,1,8.3,2,16.7,0,0,0,0,0,0,2,16.7,0,0,0,0,0,0,0,0
AUDI,A2,2008,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A3,1996,2,1,50,1,50,1,50,1,50,1,50,0,0,0,0,0,0,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A3,1997,10,5,50,5,50,0,0,2,20,1,10,1,10,3,30,1,10,0,0,1,10,0,0,1,10,1,10,1,10,0,0,0,0
AUDI,A3,1998,75,21,28,54,72,11,14.7,24,32,24,32,10,13.3,23,30.7,9,12,5,6.7,23,30.7,2,2.7,8,10.7,15,20,14,18.7,0,0,0,0
AUDI,A3,1999,187,66,35.3,121,64.7,30,16,54,28.9,53,28.3,24,12.8,43,23,17,9.1,7,3.7,44,23.5,9,4.8,18,9.6,30,16,38,20.3,1,0.5,0,0
AUDI,A3,2000,301,98,32.6,203,67.4,54,17.9,85,28.2,76,25.2,28,9.3,73,24.3,21,7,10,3.3,73,24.3,12,4,29,9.6,34,11.3,58,19.3,4,1.3,0,0
AUDI,A3,2001,574,221,38.5,353,61.5,71,12.4,151,26.3,135,23.5,40,7,92,16,50,8.7,18,3.1,128,22.3,25,4.4,28,4.9,50,8.7,81,14.1,6,1,0,0
AUDI,A3,2002,674,289,42.9,385,57.1,61,9.1,138,20.5,120,17.8,38,5.6,102,15.1,58,8.6,13,1.9,93,13.8,39,5.8,28,4.2,49,7.3,65,9.6,2,0.3,0,0
AUDI,A3,2003,686,354,51.6,332,48.4,73,10.6,145,21.1,69,10.1,29,4.2,99,14.4,38,5.5,10,1.5,66,9.6,17,2.5,42,6.1,36,5.2,44,6.4,4,0.6,0,0
AUDI,A3,2004,1124,537,47.8,587,52.2,113,10.1,253,22.5,91,8.1,42,3.7,179,15.9,75,6.7,16,1.4,93,8.3,32,2.8,137,12.2,51,4.5,54,4.8,2,0.2,0,0
AUDI,A3,2005,489,217,44.4,272,55.6,36,7.4,91,18.6,53,10.8,39,8,113,23.1,70,14.3,1,0.2,49,10,17,3.5,48,9.8,32,6.5,19,3.9,1,0.2,0,0
AUDI,A3,2006,1413,831,58.8,582,41.2,66,4.7,194,13.7,87,6.2,42,3,231,16.3,93,6.6,9,0.6,82,5.8,58,4.1,86,6.1,47,3.3,26,1.8,1,0.1,0,0
AUDI,A3,2007,284,172,60.6,112,39.4,19,6.7,33,11.6,11,3.9,4,1.4,60,21.1,7,2.5,4,1.4,7,2.5,8,2.8,11,3.9,8,2.8,8,2.8,1,0.4,0,0
AUDI,A3,2008,1677,1179,70.3,498,29.7,60,3.6,140,8.3,29,1.7,11,0.7,329,19.6,14,0.8,7,0.4,27,1.6,17,1,68,4.1,10,0.6,25,1.5,3,0.2,0,0
AUDI,A3,2009,301,213,70.8,88,29.2,12,4,19,6.3,4,1.3,0,0,63,20.9,4,1.3,2,0.7,6,2,0,0,12,4,0,0,4,1.3,2,0.7,0,0
AUDI,A3,2010,810,622,76.8,188,23.2,35,4.3,15,1.9,8,1,3,0.4,142,17.5,1,0.1,0,0,9,1.1,3,0.4,24,3,3,0.4,3,0.4,4,0.5,0,0
AUDI,A3,2011,20,15,75,5,25,0,0,2,10,0,0,0,0,3,15,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
AUDI,A3 1.2,2010,2,1,50,1,50,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A3 1.9 TDI QUATTRO SPORT,2003,1,0,0,1,100,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A3 SE,2004,1,0,0,1,100,0,0,1,100,1,100,1,100,0,0,0,0,0,0,1,100,0,0,1,100,1,100,0,0,0,0,0,0
AUDI,A3 SPORT,2002,1,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0
AUDI,A4,1995,57,12,21.1,45,78.9,4,7,18,31.6,24,42.1,5,8.8,12,21.1,9,15.8,2,3.5,24,42.1,8,14,11,19.3,5,8.8,8,14,0,0,0,0
AUDI,A4,1996,139,27,19.4,112,80.6,16,11.5,57,41,65,46.8,31,22.3,50,36,40,28.8,5,3.6,59,42.4,12,8.6,12,8.6,33,23.7,17,12.2,2,1.4,0,0
AUDI,A4,1997,255,50,19.6,205,80.4,59,23.1,89,34.9,108,42.4,44,17.3,87,34.1,63,24.7,17,6.7,98,38.4,26,10.2,24,9.4,51,20,39,15.3,0,0,0,0
AUDI,A4,1998,445,114,25.6,331,74.4,70,15.7,146,32.8,195,43.8,47,10.6,142,31.9,91,20.4,18,4,182,40.9,50,11.2,43,9.7,54,12.1,54,12.1,3,0.7,0,0
AUDI,A4,1999,609,156,25.6,453,74.4,107,17.6,192,31.5,255,41.9,73,12,179,29.4,122,20,20,3.3,244,40.1,41,6.7,59,9.7,88,14.4,65,10.7,5,0.8,0,0
AUDI,A4,2000,879,228,25.9,651,74.1,116,13.2,233,26.5,348,39.6,75,8.5,265,30.1,192,21.8,31,3.5,326,37.1,64,7.3,74,8.4,91,10.4,117,13.3,3,0.3,1,0.1
AUDI,A4,2001,1467,423,28.8,1044,71.2,260,17.7,475,32.4,471,32.1,284,19.4,366,24.9,168,11.5,32,2.2,404,27.5,85,5.8,195,13.3,322,21.9,135,9.2,12,0.8,1,0.1
AUDI,A4,2002,2905,935,32.2,1970,67.8,463,15.9,830,28.6,800,27.5,574,19.8,641,22.1,161,5.5,70,2.4,627,21.6,158,5.4,372,12.8,628,21.6,196,6.7,15,0.5,0,0
AUDI,A4,2003,2911,1130,38.8,1781,61.2,400,13.7,794,27.3,607,20.9,588,20.2,469,16.1,103,3.5,49,1.7,465,16,101,3.5,250,8.6,571,19.6,193,6.6,11,0.4,2,0.1
AUDI,A4,2004,2419,1004,41.5,1415,58.5,263,10.9,595,24.6,425,17.6,392,16.2,352,14.6,59,2.4,23,1,310,12.8,69,2.9,187,7.7,395,16.3,181,7.5,10,0.4,2,0.1
AUDI,A4,2005,1016,472,46.5,544,53.5,127,12.5,225,22.1,118,11.6,96,9.4,210,20.7,28,2.8,16,1.6,71,7,30,3,133,13.1,96,9.4,62,6.1,5,0.5,1,0.1
AUDI,A4,2006,2182,1220,55.9,962,44.1,166,7.6,328,15,142,6.5,151,6.9,406,18.6,29,1.3,5,0.2,82,3.8,40,1.8,191,8.8,150,6.9,104,4.8,6,0.3,2,0.1
AUDI,A4,2007,474,274,57.8,200,42.2,37,7.8,65,13.7,25,5.3,20,4.2,75,15.8,16,3.4,3,0.6,17,3.6,13,2.7,44,9.3,24,5.1,12,2.5,1,0.2,0,0
AUDI,A4,2008,3660,2296,62.7,1364,37.3,219,6,297,8.1,226,6.2,39,1.1,788,21.5,48,1.3,11,0.3,164,4.5,55,1.5,361,9.9,38,1,26,0.7,8,0.2,3,0.1
AUDI,A4,2009,900,580,64.4,320,35.6,73,8.1,40,4.4,36,4,2,0.2,220,24.4,10,1.1,4,0.4,28,3.1,10,1.1,58,6.4,4,0.4,3,0.3,2,0.2,0,0
AUDI,A4,2010,2573,1905,74,668,26,110,4.3,50,1.9,30,1.2,5,0.2,477,18.5,11,0.4,3,0.1,10,0.4,27,1,174,6.8,6,0.2,3,0.1,7,0.3,0,0
AUDI,A4,2011,52,34,65.4,18,34.6,4,7.7,4,7.7,0,0,0,0,11,21.2,0,0,0,0,0,0,0,0,5,9.6,0,0,0,0,1,1.9,0,0
AUDI,A4,2013,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.8 TFSI 120,2008,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.8 TSE 150BHP 4DR,2002,2,0,0,2,100,0,0,2,100,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI 100 BHP 4DR,2001,1,0,0,1,100,1,100,1,100,1,100,1,100,1,100,0,0,0,0,1,100,1,100,0,0,1,100,0,0,0,0,0,0
AUDI,A4 1.9 TDI 100 BHP 4DR,2002,2,0,0,2,100,1,50,1,50,2,100,2,100,0,0,0,0,0,0,2,100,0,0,1,50,2,100,0,0,0,0,0,0
AUDI,A4 1.9 TDI 100 BHP 4DR,2003,2,1,50,1,50,0,0,0,0,1,50,1,50,0,0,0,0,0,0,1,50,0,0,0,0,1,50,0,0,0,0,0,0
AUDI,A4 1.9 TDI 110BHP 5DR,1999,2,1,50,1,50,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI 113BHP 4DR,2006,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI 115 BHP 4DR,1998,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI 115 BHP 4DR,2004,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI 115 BHP 4DR,2005,1,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI 115 BHP 5DR,2004,2,1,50,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI 130 BHP 4DR,2001,3,2,66.7,1,33.3,0,0,0,0,0,0,1,33.3,0,0,0,0,0,0,1,33.3,0,0,0,0,1,33.3,0,0,0,0,0,0
AUDI,A4 1.9 TDI 130 BHP 4DR,2002,5,1,20,4,80,1,20,0,0,2,40,1,20,2,40,0,0,0,0,1,20,0,0,1,20,1,20,0,0,0,0,0,0
AUDI,A4 1.9 TDI 130 BHP 4DR,2003,7,2,28.6,5,71.4,0,0,1,14.3,2,28.6,3,42.9,2,28.6,0,0,0,0,2,28.6,1,14.3,1,14.3,3,42.9,1,14.3,0,0,0,0
AUDI,A4 1.9 TDI 130 BHP 4DR,2004,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI 130BHP 6SPEED 4DR,2003,1,0,0,1,100,1,100,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI 130BHP 6SPEED 4DR,2004,2,1,50,1,50,0,0,0,0,1,50,0,0,1,50,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI 90BHP 5DR,1995,1,0,0,1,100,1,100,0,0,0,0,0,0,1,100,1,100,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI 90BHP 5DR,1996,15,3,20,12,80,4,26.7,8,53.3,6,40,6,40,5,33.3,4,26.7,0,0,6,40,0,0,3,20,7,46.7,1,6.7,0,0,0,0
AUDI,A4 1.9 TDI 90BHP 5DR,1997,29,6,20.7,23,79.3,8,27.6,15,51.7,13,44.8,10,34.5,14,48.3,6,20.7,3,10.3,15,51.7,2,6.9,6,20.7,10,34.5,1,3.4,0,0,0,0
AUDI,A4 1.9 TDI 90BHP 5DR,1998,55,10,18.2,45,81.8,13,23.6,22,40,27,49.1,12,21.8,15,27.3,12,21.8,2,3.6,22,40,6,10.9,4,7.3,14,25.5,4,7.3,0,0,0,0
AUDI,A4 1.9 TDI 90BHP 5DR,1999,76,11,14.5,65,85.5,12,15.8,40,52.6,41,53.9,12,15.8,23,30.3,22,28.9,4,5.3,36,47.4,12,15.8,12,15.8,18,23.7,2,2.6,0,0,0,0
AUDI,A4 1.9 TDI 90BHP 5DR,2000,69,12,17.4,57,82.6,15,21.7,26,37.7,37,53.6,9,13,23,33.3,16,23.2,2,2.9,35,50.7,5,7.2,8,11.6,11,15.9,0,0,2,2.9,0,0
AUDI,A4 1.9 TDI 90BHP 5DR,2001,393,80,20.4,313,79.6,116,29.5,162,41.2,155,39.4,98,24.9,137,34.9,45,11.5,14,3.6,136,34.6,22,5.6,103,26.2,111,28.2,23,5.9,6,1.5,0,0
AUDI,A4 1.9 TDI 90BHP 5DR,2002,951,224,23.6,727,76.4,212,22.3,335,35.2,374,39.3,250,26.3,253,26.6,85,8.9,33,3.5,302,31.8,79,8.3,192,20.2,258,27.1,58,6.1,4,0.4,0,0
AUDI,A4 1.9 TDI 90BHP 5DR,2003,915,277,30.3,638,69.7,178,19.5,297,32.5,263,28.7,222,24.3,233,25.5,42,4.6,25,2.7,221,24.2,47,5.1,145,15.8,220,24,42,4.6,5,0.5,0,0
AUDI,A4 1.9 TDI 90BHP 5DR,2004,596,224,37.6,372,62.4,81,13.6,145,24.3,136,22.8,105,17.6,117,19.6,8,1.3,11,1.8,106,17.8,26,4.4,61,10.2,105,17.6,18,3,5,0.8,0,0
AUDI,A4 1.9 TDI 90BHP 5DR,2005,296,131,44.3,165,55.7,50,16.9,56,18.9,38,12.8,44,14.9,61,20.6,6,2,3,1,21,7.1,12,4.1,37,12.5,42,14.2,5,1.7,1,0.3,1,0.3
AUDI,A4 1.9 TDI 90BHP 5DR,2006,381,208,54.6,173,45.4,47,12.3,47,12.3,31,8.1,26,6.8,57,15,2,0.5,2,0.5,19,5,6,1.6,42,11,28,7.3,17,4.5,2,0.5,0,0
AUDI,A4 1.9 TDI 90BHP 5DR,2007,74,45,60.8,29,39.2,4,5.4,8,10.8,7,9.5,3,4.1,16,21.6,4,5.4,1,1.4,4,5.4,0,0,4,5.4,4,5.4,1,1.4,0,0,0,0
AUDI,A4 1.9 TDI 90BHP 5DR,2008,78,56,71.8,22,28.2,4,5.1,5,6.4,4,5.1,4,5.1,5,6.4,0,0,0,0,1,1.3,0,0,5,6.4,4,5.1,2,2.6,0,0,0,0
AUDI,A4 1.9 TDI SE 100BHP 4DR,2002,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 100BHP 4DR,2003,6,3,50,3,50,0,0,2,33.3,2,33.3,0,0,2,33.3,0,0,0,0,2,33.3,0,0,2,33.3,1,16.7,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 100BHP 4DR,2004,4,1,25,3,75,1,25,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 100BHP 4DR,2008,1,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 100BHP 5DR,2001,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 100BHP 5DR,2002,1,0,0,1,100,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 100BHP 5DR,2003,2,0,0,2,100,0,0,1,50,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 100BHP 5DR,2004,2,0,0,2,100,0,0,1,50,2,100,1,50,0,0,0,0,0,0,2,100,0,0,1,50,1,50,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 110BHP 4DR,1997,1,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 110BHP 4DR,1998,1,0,0,1,100,0,0,1,100,1,100,0,0,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 110BHP 4DR,2000,1,0,0,1,100,1,100,1,100,1,100,0,0,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 110BHP 5DR,1997,1,0,0,1,100,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 113BHP 05DR,2006,2,1,50,1,50,0,0,0,0,1,50,1,50,0,0,0,0,0,0,1,50,0,0,0,0,1,50,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 113BHP 05DR,2007,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 113BHP 05DR,2008,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 113BHP 4DR,2005,3,2,66.7,1,33.3,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 113BHP 4DR,2006,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 113BHP 4DR,2007,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 113BHP 4DR,2008,2,1,50,1,50,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 115BHP 4DR,2000,2,0,0,2,100,0,0,2,100,1,50,1,50,0,0,0,0,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 115BHP 4DR,2004,4,3,75,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0
AUDI,A4 1.9 TDI SE 115BHP 4DR,2006,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 4DR,2001,3,0,0,3,100,0,0,1,33.3,1,33.3,1,33.3,3,100,0,0,0,0,2,66.7,0,0,1,33.3,1,33.3,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 4DR,2003,2,1,50,1,50,0,0,0,0,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 4DR,2004,2,1,50,1,50,1,50,0,0,0,0,1,50,1,50,0,0,0,0,0,0,0,0,1,50,1,50,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 5DR,1996,3,0,0,3,100,1,33.3,2,66.7,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,2,66.7,2,66.7,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 5DR,1997,10,2,20,8,80,4,40,6,60,5,50,3,30,6,60,2,20,0,0,4,40,1,10,2,20,2,20,3,30,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 5DR,1998,12,2,16.7,10,83.3,3,25,7,58.3,9,75,2,16.7,4,33.3,3,25,1,8.3,8,66.7,2,16.7,3,25,2,16.7,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 5DR,1999,17,1,5.9,16,94.1,2,11.8,7,41.2,8,47.1,1,5.9,7,41.2,3,17.6,1,5.9,7,41.2,1,5.9,1,5.9,4,23.5,2,11.8,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 5DR,2000,23,3,13,20,87,5,21.7,10,43.5,10,43.5,3,13,6,26.1,7,30.4,1,4.3,10,43.5,2,8.7,5,21.7,5,21.7,1,4.3,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 5DR,2001,93,23,24.7,70,75.3,18,19.4,37,39.8,34,36.6,24,25.8,25,26.9,4,4.3,1,1.1,25,26.9,7,7.5,18,19.4,26,28,5,5.4,1,1.1,0,0
AUDI,A4 1.9 TDI SE 130BHP 5DR,2002,222,63,28.4,159,71.6,41,18.5,76,34.2,71,32,56,25.2,57,25.7,11,5,6,2.7,51,23,14,6.3,39,17.6,58,26.1,14,6.3,3,1.4,0,0
AUDI,A4 1.9 TDI SE 130BHP 5DR,2003,372,123,33.1,249,66.9,74,19.9,103,27.7,99,26.6,99,26.6,86,23.1,15,4,7,1.9,70,18.8,17,4.6,38,10.2,96,25.8,21,5.6,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 5DR,2004,493,194,39.4,299,60.6,63,12.8,127,25.8,101,20.5,83,16.8,84,17,17,3.4,8,1.6,78,15.8,23,4.7,48,9.7,81,16.4,21,4.3,2,0.4,0,0
AUDI,A4 1.9 TDI SE 130BHP 5DR,2005,30,16,53.3,14,46.7,4,13.3,5,16.7,4,13.3,3,10,5,16.7,2,6.7,0,0,3,10,0,0,6,20,3,10,1,3.3,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 5DR,2006,19,12,63.2,7,36.8,0,0,1,5.3,2,10.5,0,0,3,15.8,0,0,0,0,0,0,1,5.3,1,5.3,0,0,1,5.3,1,5.3,0,0
AUDI,A4 1.9 TDI SE 130BHP 5DR,2007,2,1,50,1,50,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 5DR,2008,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 5SP 4DR,2001,2,1,50,1,50,1,50,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 5SP 4DR,2002,7,1,14.3,6,85.7,0,0,0,0,3,42.9,3,42.9,1,14.3,0,0,1,14.3,2,28.6,0,0,0,0,3,42.9,1,14.3,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 5SP 4DR,2003,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 6 SPEED,2003,5,1,20,4,80,0,0,1,20,1,20,0,0,1,20,0,0,0,0,1,20,0,0,2,40,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SE 130BHP 6 SPEED,2004,3,2,66.7,1,33.3,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SPORT 100BHP 4DR,2001,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SPORT 100BHP 4DR,2003,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SPORT 100BHP 4DR,2004,6,2,33.3,4,66.7,0,0,2,33.3,1,16.7,2,33.3,1,16.7,0,0,0,0,0,0,1,16.7,0,0,2,33.3,1,16.7,0,0,0,0
AUDI,A4 1.9 TDI SPORT 115BHP 4DR,2004,4,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SPORT 130BHP 4DR,2001,3,1,33.3,2,66.7,0,0,0,0,1,33.3,0,0,0,0,1,33.3,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SPORT 130BHP 4DR,2002,6,2,33.3,4,66.7,2,33.3,3,50,1,16.7,0,0,0,0,0,0,1,16.7,1,16.7,0,0,2,33.3,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SPORT 130BHP 4DR,2003,4,1,25,3,75,0,0,1,25,1,25,2,50,1,25,0,0,0,0,1,25,0,0,0,0,2,50,1,25,0,0,0,0
AUDI,A4 1.9 TDI SPORT 130BHP 4DR,2004,5,0,0,5,100,2,40,2,40,1,20,0,0,3,60,0,0,0,0,1,20,0,0,1,20,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SPORT 130BHP 5DR,2002,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SPORT 130BHP 5DR,2003,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9 TDI SPORT 130BHP 5DR,2004,1,0,0,1,100,0,0,0,0,1,100,1,100,0,0,0,0,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0
AUDI,A4 1.9 TDI SPORT 130BHP 6SPEED,2004,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9TDI 130BHP 5DR,2002,4,1,25,3,75,1,25,1,25,0,0,1,25,0,0,0,0,0,0,0,0,0,0,1,25,2,50,0,0,0,0,0,0
AUDI,A4 1.9TDI QUATTRO SE 130BHP 4D,2004,1,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9TDI QUATTRO SPORT 130BHP,2003,2,1,50,1,50,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0
AUDI,A4 1.9TDI QUATTRO SPORT 130BHP,2004,4,3,75,1,25,1,25,0,0,1,25,0,0,1,25,1,25,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9TDI S LINE 113BHP 4DR,2005,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9TDI SE 115BHP,2004,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,A4 1.9TDI SE 130BHP 5SPEED 4DR,2001,4,0,0,4,100,2,50,3,75,3,75,3,75,1,25,1,25,0,0,3,75,0,0,0,0,2,50,0,0,0,0,0,0
AUDI,A4 1.9TDI SE 130BHP 5SPEED 4DR,2002,1,0,0,1,100,0,0,1,100,1,100,1,100,0,0,0,0,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0
